Group	File_0_Feature	File_0_m/z	File_1_Feature	File_1_m/z	File_2_Feature	File_2_m/z	File_3_Feature	File_3_m/z	File_4_Feature	File_4_m/z
611	121	704.2156	1480	704.2136	2934	704.2151	1213	704.2143		
612			1010	402.2287	2022	402.2289	877	402.2286		
613					2871	150.0272			822	150.0264
614			1272	526.4314	2423	526.4323	1055	526.4320		
615			1724	618.5676	3560	618.5673	1433	618.5672		
616			1109	205.0859	2224	205.0865	937	205.0859	619	205.0863
617			906	414.2918			746	414.2943		
618			859	414.2951			746	414.2943		
619					976	689.3401	446	689.3442		
620			963	846.4448	1907	846.4432	838	846.4432		
621			786	176.1068	1592	176.1074				
622			824	455.3099	652	455.3087	714	455.3118		
623			467	720.3637	897	720.3645	410	720.3707		
624			720	720.3666	897	720.3645	410	720.3707		
625			1276	440.3847	2440	440.3860	1052	440.3857		
626			392	613.3862			316	613.3813		
627			1730	670.5611	3574	670.5633	1432	670.5621		
628					550	457.2293	139	457.2296		
629			283	673.3424	698	673.3405	408	673.3372		
630			845	402.2945			739	402.2956		
631	211	537.1677	1625	537.1666	3330	537.1668				
632			980	446.2367	1865	446.2380	798	446.2360		
633			869	446.2373	1865	446.2380	798	446.2360		
634			928	446.2368	1865	446.2380	798	446.2360		
635			980	446.2367	1954	446.2379	798	446.2360		
636			869	446.2373	1954	446.2379	798	446.2360		
637			928	446.2368	1954	446.2379	798	446.2360		
638			107	388.2546	371	388.2545	87	388.2542	74	388.2550
639			1061	308.2800	2113	308.2801	900	308.2794		
640			865	300.2075			757	300.2073		
641			1262	447.3204	2416	447.3218	1048	447.3200		
642			1042	390.2434	2108	390.2440	895	390.2424		
643			48	384.1871	428	384.1818	51	384.1870		
644			48	384.1871	122	384.1874	51	384.1870		
645			1383	736.5149	2652	736.5133				
646			1587	872.5779	3191	872.5795	1327	872.5809	942	872.5803
647			1587	872.5779	3191	872.5795	1327	872.5809	989	872.5809
648			729	906.4587	1408	906.4525	649	906.4607		
649	168	730.5813	1553	730.5818	3123	730.5833	1278	730.5811	909	730.5835
650			470	752.3963			474	752.3895		
651			75	345.2318	278	345.2323	75	345.2310		
652			122	342.2131	320	342.2111	135	342.2128		
653			1218	426.3702	2302	426.3714				
654			782	442.3385	1557	442.3371	684	442.3389		
655			518	968.4570	941	968.4587	479	968.4596		
656	8	388.1296	16	388.1282	23	388.1291	13	388.1284	9	388.1283
657			1748	588.5569	3615	588.5569	1451	588.5567		
658			58	326.2180	211	326.2174	102	326.2265		
659			1626	700.2358	3338	700.2358				
660			862	230.1539	1689	230.1547	718	230.1540		
661			862	230.1539	1767	230.1546	718	230.1540		
662			862	230.1539	1689	230.1547	756	230.1539		
663			862	230.1539	1767	230.1546	756	230.1539		
664			26	177.0072					42	177.0069
665			636	309.2273	1174	309.2275	580	309.2275		
666			114	442.2296	386	442.2289	109	442.2297		
667	87	629.1978	1418	629.1955	2771	629.1968	1167	629.1981	806	629.1972
668	169	731.5853	1554	731.5864	3124	731.5866	1279	731.5857	910	731.5867
669			863	242.1539	1768	242.1544	705	242.1549		
670			863	242.1539	1768	242.1544	753	242.1540		
671			863	242.1539	1659	242.1544	705	242.1549		
672			863	242.1539	1659	242.1544	753	242.1540		
673			501	547.3157	339	547.3207	486	547.3157		
674			1094	301.1417	2228	301.1415			627	301.1422
675			763	202.1229	1511	202.1221	672	202.1231		
676			1134	635.4570	2263	635.4575				
677			456	600.2902	994	600.2816	539	600.2876		
678			880	340.2156	1778	340.2163	761	340.2153		
679			521	362.2454			421	362.2479		
680			1198	600.4677	2352	600.4687	999	600.4686	750	600.4702
681			56	197.1292			57	197.1285		
682			937	328.2392			807	328.2378		
683			287	713.4774			198	713.4719		
684			1478	484.2957			1210	484.2938	863	484.2957
685			795	733.8758	1611	733.8755				
686			738	865.4468	1428	865.4496	657	865.4492		
687			1499	935.6464	2980	935.6489				
688			1296	306.3001	2320	306.3016	1083	306.3008		
689			154	422.2152	380	422.2063				
690	12	464.1471			24	464.1453				
691			1185	734.5533	2335	734.5530				
692			193	352.2423	726	352.2390	170	352.2429		
693			774	576.3629	404	576.3588	681	576.3639		
694			1313	321.2100	2482	321.2055				
695					1601	227.1179			187	227.1168
696			74	344.2291	277	344.2285	74	344.2287	68	344.2283
697			1163	363.3110	2376	363.3110	1019	363.3114		
698			1163	363.3110	2376	363.3110	963	363.3115		
699			1234	365.2673	2382	365.2672	1022	365.2672		
700			842	372.2644	1735	372.2654	737	372.2657		
701			1574	993.7468	3175	993.7402	1313	993.7461		
702			628	702.3605	1164	702.3614	572	702.3594		
703			143	235.1447	418	235.1450	119	235.1452		
704			143	235.1447	787	235.1435	119	235.1452		
705			922	267.1226	1944	267.1233	843	267.1227		
706			922	267.1226	1944	267.1233	800	267.1232		
707					1365	212.1184			249	212.1282
708			1011	415.2232	2023	415.2235	870	415.2226		
709					648	439.2838	218	439.2811		
710			159	209.1298			55	209.1282		
711			1487	690.5514	2957	690.5531	1215	690.5514		
712	205	794.7267	1619	794.7226	3326	794.7265	1387	794.7251	992	794.7246
713					2497	420.3327	1100	420.3319		
714	152	767.6499	1534	767.6498						
715			1569	640.4515			1306	640.4510		
716			1666	682.4877	3456	682.4877	1405	682.4876		
717			739	905.4712	1457	905.4741	659	905.4685		
718			739	905.4712	1456	905.4679	659	905.4685		
719	206	795.7290							983	795.7291
720			1715	895.5491	3528	895.5459				
721			1510	488.3940	3027	488.3943	1219	488.3944		
722			1425	488.3940	3027	488.3943	1219	488.3944		
723			1647	524.5040	3385	524.5047				
724			406	778.4881	774	778.4880	333	778.4875		
725			741	726.8661	1444	726.8661	667	726.8677		
726			390	578.3317	258	578.3401	237	578.3377		
727			142	750.3368	415	750.3462	116	750.3383		
728			455	582.3678	750	582.3703	426	582.3698		
729	120	703.2160	1479	703.2173	2933	703.2170	1212	703.2134		
730			663	240.1596	264	240.1596				
731			1297	307.3051	2449	307.3048	1084	307.3048		
732			1688	516.4161	3482	516.4175	1413	516.4174		
733			130	449.2784	388	449.2797	111	449.2769		
734			940	216.1392			811	216.1387		
735			327	522.8283	662	522.8346	229	522.8304		
736	50	744.5632	1345	744.5626	2538	744.5611	1111	744.5633	776	744.5613
737			1132	590.4275	2266	590.4283	956	590.4289		
738			760	732.4019	1499	732.4035	670	732.4080		
739			651	331.2117	1200	331.2106				
740			1175	820.5996	2314	820.6017	977	820.6007		
741			1217	425.3671	2369	425.3669	968	425.3666		
742			1153	425.3675	2369	425.3669	968	425.3666		
743			1217	425.3671	2288	425.3679	968	425.3666		
744			1153	425.3675	2288	425.3679	968	425.3666		
745			1283	399.3093	2436	399.3091	1080	399.3086		
746			1333	347.3162	2531	347.3164	1114	347.3163		
747			658	804.3854	1338	804.3935	643	804.3862		
748			265	550.8533	668	550.8464	231	550.8489		
749			1366	660.4357	2718	660.4343				
750			1507	399.3466	3051	399.3470	1247	399.3480		
751	119	702.2147	1485	702.2149	2932	702.2140	1211	702.2156	859	702.2168
752			915	463.3332	1837	463.3339	791	463.3315		
753			261	503.3347			227	503.3331		
754			1103	379.2227	2236	379.2237				
755	139	574.3458	1513	574.3462	2982	574.3447	1237	574.3447	815	574.3448
756			286	711.4483			197	711.4465		
757			1613	606.5283	3297	606.5301	1358	606.5320		
758			717	715.3890			633	715.3860		
759			437	732.3701	937	732.3681				
760			346	653.4110	691	653.4146	321	653.4048		
761			206	564.3602	597	564.3598	186	564.3600	93	564.3611
762			840	343.2382	1729	343.2386	730	343.2381		
763			61	283.1756	156	283.1759	64	283.1755		
764			967	268.1261	1945	268.1263	841	268.1270		
765			1690	532.4383	3483	532.4386	1414	532.4387	1013	532.4400
766			367	955.4483	722	955.4516	376	955.4469		
767			1477	474.3797	2929	474.3819	1214	474.3809		
768			323	497.2713	799	497.2720	357	497.2717		
769	163	718.5830			3235	718.5833	1231	718.5750	903	718.5813
770	163	718.5830			3235	718.5833	1267	718.5829	903	718.5813
771	128	718.5759			3235	718.5833	1231	718.5750	903	718.5813
772	128	718.5759			3235	718.5833	1267	718.5829	903	718.5813
773			841	344.2414	1734	344.2409	736	344.2422		
774			984	790.3822	1960	790.3818	855	790.3811		
775			1190	461.2868	2339	461.2862	992	461.2859		
776			1409	406.3526	2745	406.3542	1161	406.3535		
777			1571	756.5993	3187	756.5923	1315	756.5958		
778			604	709.3237	1165	709.3331	522	709.3304		
779			897	312.1677	1806	312.1686	779	312.1679		
780			305	418.2827			216	418.2814		
781			1157	908.6530	2318	908.6515				
782	216	568.5300	1551	568.5304	3118	568.5311	1385	568.5300	907	568.5314
783	166	568.5307	1551	568.5304	3118	568.5311	1385	568.5300	907	568.5314
784	216	568.5300	1640	568.5303	3118	568.5311	1385	568.5300	907	568.5314
785	166	568.5307	1640	568.5303	3118	568.5311	1385	568.5300	907	568.5314
786	216	568.5300	1551	568.5304	3378	568.5309	1385	568.5300	907	568.5314
787	166	568.5307	1551	568.5304	3378	568.5309	1385	568.5300	907	568.5314
788	216	568.5300	1640	568.5303	3378	568.5309	1385	568.5300	907	568.5314
789	166	568.5307	1640	568.5303	3378	568.5309	1385	568.5300	907	568.5314
790	216	568.5300	1551	568.5304	3118	568.5311	1385	568.5300	996	568.5307
791	166	568.5307	1551	568.5304	3118	568.5311	1385	568.5300	996	568.5307
792	216	568.5300	1640	568.5303	3118	568.5311	1385	568.5300	996	568.5307
793	166	568.5307	1640	568.5303	3118	568.5311	1385	568.5300	996	568.5307
794	216	568.5300	1551	568.5304	3378	568.5309	1385	568.5300	996	568.5307
795	166	568.5307	1551	568.5304	3378	568.5309	1385	568.5300	996	568.5307
796	216	568.5300	1640	568.5303	3378	568.5309	1385	568.5300	996	568.5307
797	166	568.5307	1640	568.5303	3378	568.5309	1385	568.5300	996	568.5307
798			597	984.4750	1109	984.4673	565	984.4761		
799	57	554.1773	1374	554.1774	2612	554.1787	1139	554.1771	783	554.1785
800			203	520.3341	555	520.3343	162	520.3345	89	520.3337
801			426	562.3578			235	562.3589		
802					2823	425.3326	1173	425.3295	818	425.3299
803			356	694.3518			328	694.3512		
804			1311	370.2179					716	370.2259
805			80	327.2006	272	327.2033	68	327.2020		
806			462	680.3587			442	680.3568		
807			1196	646.5011	2348	646.5020	996	646.5029		
808			444	799.2975			392	799.3014		
809			1183	732.5462	2333	732.5486	983	732.5468		
810			1445	388.3424	2867	388.3431	1183	388.3432	876	388.3417
811			517	912.4655	982	912.4706	478	912.4655		
812			910	233.1730	1831	233.1736	786	233.1731		
813			546	173.0803	1017	173.0795	530	173.0804		
814	88	630.1959	1421	630.1950	2772	630.1962	1168	630.1941		
815	111	392.2879	1455	392.2870	2879	392.2874	1195	392.2876	828	392.2869
816			1721	662.5936	3544	662.5929	1429	662.5930	932	662.5955
817	2	136.0215	9	136.0221						
818	225	611.1861	1658	611.1857	3426	611.1851	1390	611.1883		
819			641	661.3481	1186	661.3492	585	661.3478		
820			1465	449.3381	2890	449.3383	1187	449.3374	839	449.3373
821			1573	992.7408	3174	992.7401	1312	992.7394		
822			1092	280.1624	2226	280.1628	939	280.1623	632	280.1624
823			1360	584.4740	2579	584.4744	1133	584.4742		
824			1729	329.3606	3570	329.3605	1436	329.3608		
825			932	409.1626	1861	409.1642	796	409.1625		
826			932	409.1626	1861	409.1642	849	409.1631		
827			975	409.1614	1861	409.1642	796	409.1625		
828			975	409.1614	1861	409.1642	849	409.1631		
829			1253	421.3208	2389	421.3183	1032	421.3200		
830			260	500.2715			300	500.2709		
831			1399	450.3788	2712	450.3801	1154	450.3806		
832			817	577.3748	1654	577.3769	710	577.3763		
833			930	404.2070	1947	404.2072	846	404.2072		
834			972	404.2068	1947	404.2072	846	404.2072		
835			867	404.2073	1947	404.2072	846	404.2072		
836			930	404.2070	1947	404.2072	803	404.2069		
837			972	404.2068	1947	404.2072	803	404.2069		
838			867	404.2073	1947	404.2072	803	404.2069		
839			520	155.1548	943	155.1543	593	155.1543		
840			695	811.3570	1284	811.3638	616	811.3591		
841			330	542.3332			180	542.3331		
842	150	765.6436	1532	765.6425	2989	765.6451				
843			1469	799.5941	2896	799.5919	1203	799.5895	845	799.5924
844			1467	475.3517	2893	475.3541	1189	475.3540	842	475.3535
845			1370	541.4511	2513	541.4515	1136	541.4511		
846			771	335.0446	1515	335.0441	675	335.0453		
847			900	433.1840	1797	433.1844			233	433.1844
848			36	98.0599	44	98.0598	37	98.0599		
849			241	673.4463			195	673.4468		
850			1135	502.3740	2276	502.3755	957	502.3750		
851			497	285.1334	910	285.1339	458	285.1330		
852			716	674.3601	1349	674.3637	631	674.3591		
853			109	398.2025	326	398.2025	88	398.2022		
854			488	651.2869	972	651.2856	471	651.2860		
855			289	894.5858			281	894.5832		
856			950	488.3020	1887	488.3007	825	488.3019		
857			298	404.2661			214	404.2659		
858			35	70.0651	38	70.0650				
859			86	419.1339	288	419.1309	92	419.1322		
860			1038	309.2061	2100	309.2073				
861			725	162.0912	1342	162.0914				
862	164	776.2349	1548	776.2338	3114	776.2341	1269	776.2343	905	776.2322
863			589	706.3716			556	706.3792		
864					1126	706.3862	556	706.3792		
865			1679	925.5339	3460	925.5328				
866			1292	391.3535	2445	391.3542	1064	391.3527		
867			925	425.1359	1951	425.1367	804	425.1358		
868			21	163.0393					1	163.0389
869					2920	298.3129	1172	298.3108		
870			1158	952.6792	2291	952.6814				
871			1472	279.1603	2875	279.1593	1193	279.1600	824	279.1591
872			452	916.5698	902	916.5687				
873					1896	437.1947	818	437.1934		
874			1745	342.3730	3606	342.3739	1449	342.3726		
875			464	691.3598	936	691.3541	448	691.3591		
876			291	899.5431			282	899.5446		
877			783	755.3862			685	755.3918		
878			1128	722.5071	2259	722.5059	953	722.5055		
879			1187	403.2331	2337	403.2337	988	403.2323		
880	117	802.6047	1474	802.6016	2913	802.5977				
881			1102	377.1294					640	377.1277
882			424	504.3398	884	504.3378	383	504.3396		
883			527	603.3065	995	603.3064	491	603.3060		
884	170	732.5902	1555	732.5889	3125	732.5917	1280	732.5892	911	732.5926
885			630	883.4581	1132	883.4568	590	883.4592		
886					570	282.1922	165	282.1904		
887					1112	282.1913	165	282.1904		
888			1520	420.3191	3057	420.3194	1250	420.3197		
889			1744	633.5867	3597	633.5871	1442	633.5876		
890	34	414.9563			149	414.9561				
891			808	239.1287			702	239.1281		
892			173	477.3134	519	477.3128	158	477.3123	87	477.3111
893					59	98.9752			40	98.9749
894			723	866.4492	1388	866.4567	638	866.4519		
895					3032	560.2919	1235	560.2925	878	560.2930
896			361	741.4715	770	741.4680				
897			1105	574.3384	2222	574.3392			629	574.3400
898			823	454.3068	1679	454.3089	713	454.3068		
899			868	405.2098	1948	405.2108	795	405.2102		
900			973	405.2108	1948	405.2108	795	405.2102		
901			931	405.2107	1948	405.2108	795	405.2102		
902			868	405.2098	1870	405.2111	795	405.2102		
903			973	405.2108	1870	405.2111	795	405.2102		
904			931	405.2107	1870	405.2111	795	405.2102		
905			620	616.3180	1184	616.3203	583	616.3177		
906			1686	368.3888	3478	368.3887	1410	368.3885		
907			1686	368.3888	3478	368.3887	1455	368.3903		
908			1752	368.3895	3478	368.3887	1410	368.3885		
909			1752	368.3895	3478	368.3887	1455	368.3903		
910			1463	435.3225	2887	435.3228	1200	435.3224	837	435.3204
911			71	269.1975	237	269.1962	85	269.1969		
912			751	246.1488	1458	246.1502	664	246.1493		
913			751	246.1488	1660	246.1494	664	246.1493		
914			814	246.1496	1458	246.1502	664	246.1493		
915			814	246.1496	1660	246.1494	664	246.1493		
916			176	492.3388			178	492.3388		
917			1101	363.2304			945	363.2296	639	363.2292
918			1339	805.6071	2552	805.6142				
919			1250	751.5200	2402	751.5191	1037	751.5193		
920			1239	283.2049			1039	283.2060		
921			1174	777.5773	2324	777.5792	985	777.5797		
922			818	578.3797	891	578.3719	707	578.3795		
923			43	195.1227	82	195.1229	46	195.1225		
924			301	412.2184	732	412.2188	346	412.2180		
925			903	369.2541			782	369.2539		
926			1062	309.2838	2114	309.2840				
927			883	402.1631	1779	402.1637	763	402.1623		
928	141	743.5861	1515	743.5878	3043	743.5866	1245	743.5882		
929			506	644.3184	970	644.3180	469	644.3180		
930			1673	538.5206	3495	538.5196				
931	189	870.5991			3281	870.5987	1326	870.6013	975	870.5997
932			95	445.1677			96	445.1731		
933					1593	182.1909			221	182.1898
934			281	661.4213			263	661.4211		
935			923	387.1799	1859	387.1810	801	387.1807		
936			970	387.1806	1859	387.1810	801	387.1807		
937			866	387.1806	1859	387.1810	801	387.1807		
938			923	387.1799	1859	387.1810	844	387.1804		
939			970	387.1806	1859	387.1810	844	387.1804		
940			866	387.1806	1859	387.1810	844	387.1804		
941			236	637.2675	688	637.2719	192	637.2699		
942			294	349.2272			283	349.2276		
943	95	842.5670			2998	842.5699				
944			1014	441.2390	2025	441.2402	873	441.2386		
945			1144	487.3319	2245	487.3337	960	487.3320		
946			1144	487.3319	2283	487.3332	960	487.3320		
947			1144	487.3319	2245	487.3337	949	487.3318		
948			1144	487.3319	2283	487.3332	949	487.3318		
949			691	150.0920			377	150.0909	131	150.0917
950			806	688.4440	534	688.4518	696	688.4434		
951			155	474.2557			126	474.2556		
952			1344	528.2456	2549	528.2432				
953					977	689.3527	446	689.3442		
954			430	585.3768	753	585.3750	388	585.3797		
955			378	505.3422	801	505.3458				
956			191	347.2167	638	347.2160	209	347.2167		
957			405	740.4646	821	740.4673	373	740.4693		
958			100	268.1742	358	268.1759	84	268.1734		
959	98	501.3282							809	501.3281
960			1392	444.3805			1150	444.3786	794	444.3800
961			264	550.3515	483	550.3438	230	550.3505		
962			884	403.1752			729	403.1752		
963			1601	565.4339	3246	565.4330	1337	565.4335		
964			621	617.3222	1150	617.3225	567	617.3220		
965			1738	759.2214	3589	759.2228	1444	759.2216		
966			1575	534.4764	3176	534.4736	1302	534.4742		
967			111	428.2872	435	428.2865				
968			1284	435.3798	2437	435.3819	1069	435.3805		
969			3	214.9541	8	214.9540	22	214.9535	2	214.9541
970			249	336.2290	636	336.2274	205	336.2231		
971			249	336.2290	636	336.2274	206	336.2292		
972			974	406.2136	1949	406.2139	848	406.2140		
973	39	480.1587	1264	480.1567	2406	480.1580				
974			1214	514.4225	2357	514.4223	1007	514.4212		
975			192	351.2397	580	351.2398	169	351.2400		
976			45	252.1447	117	252.1468	48	252.1447		
977			1336	405.3691	2535	405.3698	1118	405.3694		
978			991	223.0637	1996	223.0644				
979			632	894.4542	1169	894.4572	576	894.4542		
980			718	171.1498	1343	171.1496	641	171.1488		
981					1442	606.3869	245	606.3872		
982			505	637.4212	930	637.4246				
983			1184	733.5501	2334	733.5521	984	733.5520		
984			447	823.4039	827	823.4025	394	823.4027		
985			1160	151.0968	2307	151.0969	1059	151.0966		
986			1287	151.0966	2307	151.0969	1059	151.0966		
987			998	476.9784	2008	476.9779	861	476.9778	342	476.9733
988			683	807.4055	1283	807.4074	615	807.4052		
989			1381	392.3374	2534	392.3467	1144	392.3371		
990			1065	352.3057	2132	352.3068	908	352.3061		
991			77	211.1441	235	211.1443	81	211.1437		
992			1422	424.3280	2835	424.3288	1171	424.3270	817	424.3266
993			1617	698.4990	3303	698.4998	1356	698.4981		
994	9	389.1278					14	389.1285		
995			1369	540.4474	2512	540.4481	1107	540.4484		
996			1369	540.4474	2512	540.4481	1135	540.4476		
997			1322	540.4479	2512	540.4481	1107	540.4484		
998			1322	540.4479	2512	540.4481	1135	540.4476		
999			1510	488.3940	3027	488.3943	1241	488.3952		
1000			1425	488.3940	3027	488.3943	1241	488.3952		
1001			820	341.2227			708	341.2235		
1002			1414	506.3415	2758	506.3419	1162	506.3418		
1003			1371	452.3947	2523	452.3943	1103	452.3948		
1004			1323	452.3947	2523	452.3943	1103	452.3948		
1005			1710	706.6189	3522	706.6200				
1006			1254	460.3331	2400	460.3345	1035	460.3334		
1007			966	254.1536	2056	254.1549	879	254.1547		
1008			608	982.4711	1140	982.4738	550	982.4727		
1009			68	126.0915			79	126.0907		
1010			921	262.1804			792	262.1806		
1011					2981	158.0132	1216	158.0122	867	158.0127
1012			1319	548.3021	2502	548.3022	1102	548.3021		
1013			742	748.8811	1422	748.8829	647	748.8739		
1014			1289	334.3031	2451	334.3030	1060	334.3045		
1015			1052	294.2059	2117	294.2069	899	294.2058		
1016			526	602.3023	963	602.3024	490	602.3021		
1017			112	440.2206	385	440.2166	461	440.2144		
1018			112	440.2206	385	440.2166	95	440.2192		
1019					1391	161.1073			149	161.1076
1020			797	353.2228	280	353.2187	694	353.2226		
1021			797	353.2228	1618	353.2232	694	353.2226		
1022			1230	382.3431	2298	382.3440	966	382.3433		
1023			541	841.3665	1010	841.3659	506	841.3696		
1024			638	326.2548	1176	326.2539	581	326.2546		
1025			348	668.4230	762	668.4212	323	668.4230		
1026			1709	688.2002	3521	688.2027	1421	688.2055		
1027	56	752.5232	1251	752.5240	2403	752.5252	1038	752.5247		
1028			1461	413.2671	2884	413.2672	1184	413.2658	833	413.2678
1029			93	438.3083			76	438.3076		
1030			247	783.5164	718	783.5082	202	783.5172		
1031	25	219.0174	29	219.0178			35	219.0181	34	219.0177
1032			554	838.4296	1047	838.4254	529	838.4266		
1033			1281	395.3557	2434	395.3567	1066	395.3559		
1034	221	824.7656			3412	824.7727				
1035			410	795.5153	779	795.5131	374	795.5136		
1036			410	795.5153	1577	795.5177	374	795.5136		
1037			566	709.3281	1165	709.3331	522	709.3304		
1038			1116	360.2328			951	360.2345		
1039			971	388.1835	1869	388.1844	802	388.1832		
1040			971	388.1835	1869	388.1844	845	388.1841		
1041			924	388.1833	1869	388.1844	802	388.1832		
1042			924	388.1833	1869	388.1844	845	388.1841		
1043			1401	363.2537	2731	363.2533	1157	363.2538		
1044			942	416.2157	1891	416.2161	828	416.2138		
1045	232	426.4671			3581	426.4670				
1046			234	617.4078			250	617.4049		
1047			276	630.3020	684	630.3024	252	630.3009		
1048			397	634.3264			367	634.3280		
1049			1707	686.2025	3519	686.2027	1425	686.2029		
1050			1354	672.5258	2571	672.5272	1131	672.5265		
1051			166	378.2400	501	378.2392	150	378.2398		
1052			238	656.4234	620	656.4233	193	656.4244		
1053			1529	474.1098			1259	474.1101		
1054			156	476.3077	518	476.3075	140	476.3077	86	476.3069
1055	4	355.0698	11	355.0719			12	355.0697	7	355.0704
1056			803	248.1649	1703	248.1656	720	248.1646		
1057			832	248.1647	1703	248.1656	720	248.1646		
1058			140	618.2987	487	618.3026	129	618.2983		
1059			1565	804.5809	3145	804.5776				
1060	1	98.9747	6	98.9749	0	98.9750	17	98.9748	10	98.9748
1061	1	98.9747	6	98.9749	0	98.9750	17	98.9748	0	98.9747
1062	1	98.9747	0	98.9750	0	98.9750	17	98.9748	10	98.9748
1063	1	98.9747	0	98.9750	0	98.9750	17	98.9748	0	98.9747
1064			466	719.3854			636	719.3882		
1065			466	719.3854			449	719.3822		
1066			972	404.2068	1773	404.2083	846	404.2072		
1067			972	404.2068	1773	404.2083	803	404.2069		
1068	28	258.9451	32	258.9439	58	258.9443	36	258.9440	36	258.9442
1069							1353	761.5447	952	761.5541
1070			1544	638.4350	3121	638.4339	1263	638.4380		
1071	86	628.1960	1417	628.1947	2770	628.1970	1166	628.1962	805	628.1964
1072	194	851.2555	1605	851.2499	3263	851.2537	1350	851.2582		
1073			386	568.3502	807	568.3485	364	568.3510		
1074			577	798.3463			545	798.3387		
1075			119	279.1708			123	279.1705		
1076			1072	485.3888	2127	485.3886	902	485.3887		
1077			1365	659.4311	2418	659.4296				
1078			1365	659.4311	2586	659.4297				
1079			1365	659.4311	2724	659.4308				
1080					3479	369.3930	1411	369.3926		
1081			1108	149.0233	2223	149.0235	935	149.0231	625	149.0232
1082			1756	835.2393	3636	835.2403	1460	835.2383		
1083					498	328.1972	70	328.1989		
1084			1648	525.5064	3386	525.5086				
1085			1265	614.4849	2421	614.4834	1049	614.4868		
1086			896	311.1645	1805	311.1648	778	311.1643		
1087			702	357.2179			630	357.2187		
1088			999	238.1163	2014	238.1164	863	238.1154		
1089			1725	619.5730	3561	619.5711	1434	619.5706		
1090			1660	634.5628	3428	634.5616				
1091			560	217.1073	1019	217.1076	531	217.1070		
1092			508	685.3423			472	685.3368		
1093			508	685.3423	974	685.3494				
1094			1662	650.5928	3438	650.5936				
1095			188	332.1977			204	332.1971		
1096			1505	737.6126					912	737.6158
1097			1505	737.6126					979	737.6143
1098			1137	546.4008	2272	546.4004	958	546.3994		
1099	184	874.5700			3160	874.5684	1310	874.5719	944	874.5755
1100	184	874.5700	1567	874.5615	3160	874.5684				
1101			787	464.2912	1204	464.2919	687	464.2912		
1102			341	612.3836	757	612.3763	315	612.3819		
1103			686	827.3359			608	827.3356		
1104			1236	422.3187	2383	422.3186	1023	422.3179		
1105			731	908.4715	1340	908.4704	650	908.4701		
1106			169	435.2883	511	435.2929	175	435.2877		
1107	21	256.9646			12	256.9645	0	256.9647	19	256.9645
1108			1607	508.4732	3283	508.4716				
1109			76	205.1073			456	205.1059		
1110			1564	800.5605			1322	800.5586	936	800.5645
1111			53	284.1705	134	284.1702	53	284.1706		
1112			1364	642.4242	2847	642.4236				
1113			1364	642.4242	2409	642.4255				
1114			1364	642.4242	2583	642.4252				
1115			1364	642.4242	2716	642.4246				
1116			1164	380.3371	2296	380.3371	1009	380.3369	754	380.3367
1117			1228	380.3364	2296	380.3371	1009	380.3369	754	380.3367
1118			123	344.1960	1243	344.1889	136	344.1951		
1119			124	364.2242	321	364.2248	103	364.2234		
1120			670	741.3698	1278	741.3775	606	741.3704		
1121			133	574.2719	441	574.2716	112	574.2722		
1122			708	719.3873			636	719.3882		
1123			708	719.3873			449	719.3822		
1124			525	590.3400			488	590.3323		
1125			514	881.4444			511	881.4396		
1126			514	881.4444	1015	881.4523				
1127			1746	647.4590			1450	647.4587		
1128			1249	461.3363	2393	461.3352	1036	461.3340		
1129			956	847.4472	1908	847.4508	827	847.4472		
1130			1159	953.6833	2292	953.6824				
1131			403	725.4681			372	725.4667		
1132			436	725.4738			372	725.4667		
1133			98	266.1601	266	266.1613	122	266.1605		
1134			52	256.1757	133	256.1759				
1135			732	384.2958	1395	384.2962	645	384.2972		
1136			1517	400.3499	3052	400.3511	1248	400.3503		
1137	160	705.5273			3261	705.5305				
1138			1420	583.4131	2767	583.4141				
1139			380	515.3349	254	515.3257				
1140			1580	385.3505	3374	385.3470				
1141			509	687.3562	975	687.3603	444	687.3566		
1142			605	813.3231			546	813.3218		
1143			1021	272.2017	2057	272.2027	881	272.2008		
1144			1021	272.2017	1872	272.2003	881	272.2008		
1145	217	569.5335	1641	569.5322	3119	569.5354	1276	569.5332		
1146	217	569.5335	1641	569.5322	3119	569.5354	1386	569.5347		
1147	217	569.5335	1641	569.5322	3379	569.5363	1276	569.5332		
1148	217	569.5335	1641	569.5322	3379	569.5363	1386	569.5347		
1149			1720	560.5256	3542	560.5252	1430	560.5246		
1150	185	741.5730							977	741.5704
1151			209	769.3150			201	769.3130		
1152			834	524.3595			723	524.3597		
1153			279	638.2761			257	638.2712		
1154			853	353.2551	1747	353.2557	748	353.2543		
1155			167	379.2441	728	379.2478	151	379.2429		
1156			1332	303.2904	2543	303.2898	1120	303.2899		
1157					1617	183.0915			124	183.0919
1158			1041	235.1702	2106	235.1702				
1159			948	474.2678	1903	474.2681	822	474.2683		
1160			53	284.1705	317	284.1709	53	284.1706		
1161			930	404.2070	1773	404.2083	846	404.2072		
1162			930	404.2070	1773	404.2083	803	404.2069		
1163			867	404.2073	1773	404.2083	846	404.2072		
1164			867	404.2073	1773	404.2083	803	404.2069		
1165			1282	396.3595	2435	396.3607	1067	396.3607		
1166			1299	352.3331	2443	352.3332	1061	352.3349		
1167			1299	352.3331	2459	352.3279	1061	352.3349		
1168			22	134.9967			28	134.9970		
1169			1162	337.3147	2310	337.3150	1018	337.3150		
