Group	File_0_Feature	File_0_m/z	File_1_Feature	File_1_m/z	File_2_Feature	File_2_m/z	File_3_Feature	File_3_m/z	File_4_Feature	File_4_m/z
654			469	722.3795	898	722.3827	411	722.3802		
655			1241	376.2632	2397	376.2629	1027	376.2626		
656			213	346.2136	637	346.2139	208	346.2132		
657			514	881.4444	1015	881.4523	511	881.4396		
658			106	376.2256	324	376.2240	285	376.2235		
659			485	648.3400	971	648.3452	432	648.3370		
660			768	237.0769	1512	237.0777	673	237.0763		
661			1174	777.5773	2324	777.5792	985	777.5797		
662	186	816.5821	1560	816.5792			1308	816.5918		
663			1141	458.3487	2282	458.3491	959	458.3480		
664			1011	415.2232	2023	415.2235	870	415.2226		
665			1583	447.3471	3194	447.3474	1332	447.3480	947	447.3480
666			1126	678.4790	2258	678.4803	954	678.4804		
667			1232	292.2847	2371	292.2855	1016	292.2842		
668			303	414.2276	838	414.2335	348	414.2292		
669			1609	548.4891	3256	548.4910	1343	548.4909		
670			86	419.1339	288	419.1309	92	419.1322		
671			1724	618.5676	3560	618.5673	1433	618.5672		
672			1295	289.2742	2456	289.2742	1082	289.2735		
673			1521	421.3245	3058	421.3233	1251	421.3225		
674			172	475.2598	517	475.2617	127	475.2601		
675			1743	632.5824	3596	632.5837	1441	632.5825		
676			509	687.3562	975	687.3603	444	687.3566		
677			952	500.2845	1906	500.2863	839	500.2858		
678			1576	611.3661	3180	611.3644	1304	611.3653		
679			782	442.3385	1557	442.3371	684	442.3389		
680			681	762.4099	1256	762.4114	621	762.4128		
681			915	463.3332	1837	463.3339	791	463.3315		
682			1006	375.2000	2018	375.2019	876	375.2011		
683			152	381.2693	1530	381.2679	138	381.2668		
684			217	386.2390	180	386.2397	287	386.2372		
685	178	636.3172			2956	636.2985	1256	636.3076	877	636.3007
686			1571	756.5993	3187	756.5923	1315	756.5958		
687			99	267.1707	316	267.1706	99	267.1701		
688			1213	513.4194	2356	513.4206	1002	513.4196		
689			406	778.4881	774	778.4880	333	778.4875		
690			568	734.3785	981	734.3828	500	734.3822		
691			638	326.2548	1176	326.2539	581	326.2546		
692			1575	534.4764	3176	534.4736	1302	534.4742		
693			588	705.3757	1125	705.3745	542	705.3741		
694			66	338.2085	242	338.2183	71	338.2084		
695			742	748.8811	1422	748.8829	647	748.8739		
696			1036	327.0790	2096	327.0788			458	327.0781
697			1067	396.3319	2134	396.3331	910	396.3324		
698			945	459.2502	1898	459.2505	820	459.2491		
699			1615	658.5250	3300	658.5260	1359	658.5256		
700			340	605.8849	679	605.8872	313	605.8834		
701			133	574.2719	441	574.2716	112	574.2722		
702			984	790.3822	1960	790.3818	855	790.3811		
703			1003	237.1125	2013	237.1127	874	237.1122		
704			625	660.3448	1158	660.3455	571	660.3440		
705			506	644.3184	970	644.3180	469	644.3180		
706			1131	634.4531	2262	634.4546	955	634.4543		
707			98	266.1601	266	266.1613	122	266.1605		
708			554	838.4296	1047	838.4254	529	838.4266		
709			1182	375.2516	2336	375.2527	980	375.2520		
710			1042	390.2434	2108	390.2440	895	390.2424		
711			180	138.0914	494	138.0908	142	138.0914		
712			1176	821.6038	2326	821.6047	978	821.6022		
713	228	999.2915	1672	999.2906	3447	999.2921				
714			390	578.3317	258	578.3401	237	578.3377		
715			910	233.1730	1831	233.1736	786	233.1731		
716			1487	690.5514	2957	690.5531	1215	690.5514		
717	109	778.6575	1489	778.6576					895	778.6591
718			412	822.4005	863	822.4008	393	822.3987		
719			630	883.4581	1132	883.4568	590	883.4592		
720			709	719.8623	1335	719.8601	642	719.8598		
721			774	576.3629	404	576.3588	681	576.3639		
722			199	489.3085	592	489.3071	177	489.3083		
723			883	402.1631	1779	402.1637	763	402.1623		
724					3032	560.2919	1235	560.2925	878	560.2930
725			1742	763.2209	3593	763.2199	1448	763.2186		
726	33	256.9646	55	256.9647	146	256.9648				
727			264	550.3515	483	550.3438	230	550.3505		
728			36	98.0599	44	98.0598	37	98.0599		
729			542	878.4286	1013	878.4251	508	878.4349		
730			1285	443.3358	2441	443.3358	1072	443.3351		
731			877	346.2489	1789	346.2498	771	346.2488		
732			502	558.3125	922	558.3212	465	558.3105		
733			1349	716.5525	2564	716.5530	1127	716.5529		
734			1336	405.3691	2535	405.3698	1118	405.3694		
735			1165	864.6274	2316	864.6278	972	864.6262		
736			1578	628.3909	3182	628.3902	1314	628.3940		
737			841	344.2414	1734	344.2409	736	344.2422		
738			1171	432.3012	2331	432.3023	974	432.3008		
739			558	879.4296	1050	879.4349	509	879.4333		
740			310	453.2454	737	453.2466	352	453.2447		
741			461	678.3553	934	678.3571	440	678.3553		
742			852	352.2511	1746	352.2523	747	352.2519	232	352.2530
743			944	434.2452	1895	434.2450	817	434.2431		
744			1599	534.4110	3243	534.4125	1342	534.4094		
745			639	327.2570	1199	327.2575	582	327.2586		
746			1708	687.2034	3520	687.2030	1427	687.2015		
747			947	461.2708	1900	461.2759	821	461.2741		
748			1173	776.5731	2323	776.5750	976	776.5755		
749			208	602.4061	927	602.4145	189	602.4023		
750			1250	751.5200	2402	751.5191	1037	751.5193		
751			872	225.1957	1775	225.1960	766	225.1966		
752			1413	310.3109	2755	310.3110	1164	310.3104		
753			526	602.3023	963	602.3024	490	602.3021		
754			706	716.3705	1334	716.3727	634	716.3815		
755			398	667.4208	815	667.4208	322	667.4189		
756			1333	347.3162	2531	347.3164	1114	347.3163		
757			224	546.3550	440	546.3482	183	546.3562		
758			589	706.3716	1126	706.3862	556	706.3792		
759			1137	546.4008	2272	546.4004	958	546.3994		
760			1312	256.2632	2490	256.2635	1098	256.2630		
761			222	495.3198	658	495.3137	225	495.3164		
762			345	652.4132	690	652.4129	258	652.4145		
763	130	498.3468					1252	498.3470	887	498.3474
764	88	630.1959	1421	630.1950	2772	630.1962	1168	630.1941		
765			256	446.2853	736	446.2837	291	446.2850		
766			1740	761.2213	3591	761.2217	1446	761.2205		
767			488	651.2869	972	651.2856	471	651.2860		
768			1409	406.3526	2745	406.3542	1161	406.3535		
769			100	268.1742	358	268.1759	84	268.1734		
770	7	373.1003	5	373.1012			5	373.1003		
771			897	312.1677	1806	312.1686	779	312.1679		
772			71	269.1975	237	269.1962	85	269.1969		
773			1265	614.4849	2421	614.4834	1049	614.4868		
774			763	202.1229	1511	202.1221	672	202.1231		
775			628	702.3605	1164	702.3614	572	702.3594		
776			1720	560.5256	3542	560.5252	1430	560.5246		
777			942	416.2157	1891	416.2161	828	416.2138		
778			1014	441.2390	2025	441.2402	873	441.2386		
779			1432	494.4440	2839	494.4433	1179	494.4407		
780			1276	440.3847	2440	440.3860	1052	440.3857		
